,depth_10_count,depth_1_count,depth_2_count,depth_3_count,depth_4_count,depth_5_count,depth_6_count,depth_7_count,depth_8_count,depth_9_count,total_go_terms
G6PC2,0,0,1,0,1,0,0,0,0,0,2
METTL16,0,0,1,0,0,1,0,0,0,0,2
ZBED9,0,0,1,0,0,1,0,0,0,0,2
TMEM26,0,0,1,0,0,0,0,0,0,0,1
PMVK,0,0,1,0,0,0,2,0,0,0,3
WIPI2,0,0,0,1,0,0,0,0,0,0,1
WIPI1,0,0,2,1,1,2,2,0,1,0,9
TMEM161B,0,0,0,1,0,0,0,0,0,0,1
SCAP,0,0,2,1,1,3,0,1,0,0,8
TCEAL8,0,0,0,0,0,1,0,0,0,0,1
RGS16,0,0,2,1,0,0,0,0,0,0,3
GGT6,0,0,1,0,0,0,1,0,0,0,2
HLA-DPA1,0,0,0,1,3,1,2,3,1,0,11
RC3H1,0,0,0,0,0,0,0,1,0,0,1
RC3H2,0,0,1,0,1,0,0,2,0,0,4
CISD2,0,0,2,0,1,1,1,0,0,0,5
MAF,0,0,1,1,0,1,0,0,0,0,3
UROC1,0,0,1,0,0,0,0,0,0,0,1
GTF2H5,0,0,1,0,1,0,0,0,0,1,3
CYS1,0,0,0,0,0,1,0,0,0,0,1
CCT8L2,0,0,0,0,1,0,0,0,0,0,1
HLA-F,0,0,2,2,1,2,0,5,0,0,12
CRHBP,0,0,2,0,0,1,0,0,1,0,4
RNPEP,0,0,2,1,0,0,1,0,0,0,4
RNF216,0,0,0,0,0,1,0,0,1,0,2
SCN9A,0,0,0,1,0,1,0,1,0,0,3
METAP1D,0,0,0,0,0,1,0,0,0,0,1
TFR2,0,0,0,2,0,1,1,0,0,0,4
ECEL1,0,0,0,1,0,0,0,0,0,0,1
SNX33,0,0,1,1,0,1,1,0,0,0,4
TRIM56,0,0,2,0,0,0,0,0,0,0,2
TRIM26,0,0,1,0,0,1,0,0,0,0,2
HUS1B,0,0,0,2,0,0,0,0,0,0,2
CACNG8,0,0,0,1,0,0,2,0,0,0,3
SNX18,0,0,0,1,1,0,2,1,0,0,5
ATG9A,0,0,1,1,4,2,1,2,0,0,11
TMEM198,0,0,0,1,0,0,1,0,0,0,2
TRIM14,0,0,1,0,0,1,1,0,1,0,4
NSMCE1,0,0,0,1,1,1,0,0,0,0,3
NANOS3,0,0,2,0,0,1,0,1,0,0,4
ZNF484,0,0,0,0,0,1,0,0,0,0,1
TMPRSS6,0,0,1,1,0,0,0,0,0,0,2
RGMB,0,0,1,1,1,1,0,0,0,0,4
NAALADL2,0,0,1,0,0,0,0,0,0,0,1
SLC5A7,0,0,2,2,0,3,0,1,1,0,9
ECE2,0,0,0,1,0,2,1,0,0,0,4
RBPMS2,0,0,1,0,0,1,0,1,0,0,3
MAS1,0,0,0,1,0,0,0,0,0,0,1
ZNF292,0,0,0,0,0,1,0,0,0,0,1
OMA1,0,0,0,0,1,1,1,0,0,0,3
PWWP2A,0,0,0,0,0,1,0,0,0,0,1
SPZ1,0,0,1,0,0,1,0,0,0,0,2
AFMID,0,0,2,0,0,1,0,0,0,0,3
USE1,0,0,0,1,1,1,0,0,0,0,3
MBOAT2,0,0,1,0,1,0,0,0,0,0,2
MBOAT1,0,0,1,0,1,0,0,0,0,0,2
ACBD5,0,0,2,0,0,0,1,1,0,0,4
SLC39A7,0,0,1,0,1,2,0,0,0,0,4
KCNA6,0,0,1,1,1,0,0,0,0,0,3
KCNA4,0,0,1,1,0,0,1,0,0,0,3
KCNA5,0,0,4,1,1,1,1,1,0,0,9
PEX2,0,0,1,0,1,0,0,1,0,0,3
SLC35F1,0,0,0,0,0,0,0,0,1,0,1
SLC25A17,0,0,1,0,0,0,1,1,0,0,3
POMT2,0,0,0,0,1,1,0,0,0,0,2
CRELD2,0,0,1,0,0,2,0,0,0,0,3
TATDN3,0,0,0,0,0,1,0,0,0,0,1
ZSWIM6,0,0,0,0,0,0,1,0,0,0,1
JAGN1,0,0,0,0,1,1,0,0,0,0,2
PEX14,0,0,1,1,0,1,1,1,0,0,5
KCNG2,0,0,1,1,0,0,1,1,0,0,4
KCNG3,0,0,1,1,0,1,0,1,0,0,4
ANKRD13C,0,0,2,0,1,1,0,0,0,0,4
ANKRD13A,0,0,2,1,0,0,0,0,0,0,3
WDR26,0,0,1,0,0,2,0,0,0,0,3
CSDC2,0,0,1,0,0,1,0,0,0,0,2
AMFR,0,0,4,0,2,2,0,0,0,0,8
ANO10,0,0,1,1,1,0,0,0,0,0,3
UBXN4,0,0,0,1,1,1,0,0,0,0,3
COA7,0,0,0,0,0,0,1,0,0,0,1
SMIM14,0,0,0,0,1,1,0,0,0,0,2
KCNA10,0,0,1,1,0,0,0,1,0,0,3
TMED5,0,0,1,0,1,5,0,0,1,0,8
VSTM4,0,0,2,1,0,0,0,0,0,0,3
KCNV1,0,0,2,1,0,0,0,1,0,0,4
PEX5L,0,0,0,0,0,0,0,1,0,0,1
DENND5B,0,0,1,0,0,0,0,0,0,0,1
TIGD1,0,0,0,0,0,1,0,0,0,0,1
TMEM129,0,0,0,0,1,1,0,0,0,0,2
HLA-DMA,0,0,1,0,1,0,0,2,0,0,4
ABHD13,0,0,1,0,0,0,1,0,0,0,2
POLN,0,0,0,0,0,1,0,0,0,0,1
ERMP1,0,0,1,0,1,0,0,0,0,0,2
RNF145,0,0,1,0,1,0,0,0,0,0,2
HELQ,0,0,0,0,0,1,0,0,0,0,1
SEC14L4,0,0,1,0,0,0,0,0,0,0,1
SLC35A1,0,0,1,1,0,2,0,0,0,0,4
TMCC1,0,0,1,1,1,0,1,0,0,0,4
SNX30,0,0,2,1,0,1,1,1,0,0,6
SSR2,0,0,1,0,1,1,0,0,0,0,3
SSR3,0,0,0,0,1,1,0,0,0,0,2
TMED6,0,0,0,0,1,3,0,0,1,0,5
USP49,0,0,1,0,0,0,0,0,0,0,1
USP44,0,0,1,0,0,1,1,0,0,0,3
ABCC10,0,0,1,1,2,0,0,1,0,0,5
ABCC11,0,0,0,1,1,2,1,0,0,0,5
KCNQ4,0,0,0,1,1,0,0,1,0,0,3
KCNQ3,0,0,2,2,0,1,0,0,0,0,5
SPCS2,0,0,0,0,1,0,1,0,0,0,2
ESYT1,0,0,1,1,1,1,0,0,0,0,4
EXOC4,0,0,4,4,0,0,0,0,0,0,8
ZNF740,0,0,0,0,0,1,0,0,0,0,1
BET1L,0,0,2,1,0,2,0,1,0,0,6
DERL1,0,0,2,1,1,1,0,0,0,0,5
ZFAND2B,0,0,2,0,1,1,0,0,0,0,4
TM2D3,0,0,0,1,0,0,0,0,0,0,1
BTG1,0,0,1,0,0,1,0,0,0,0,2
IQCJ-SCHIP1,0,0,2,1,0,0,0,0,0,0,3
TXNL4B,0,0,0,1,0,1,1,0,0,0,3
NGRN,0,0,2,0,1,2,0,0,0,0,5
RPAIN,0,0,1,0,0,1,0,0,0,0,2
RABEP2,0,0,0,1,1,1,0,0,1,0,4
SNRK,0,0,0,0,0,1,0,0,0,0,1
GREB1L,0,0,1,0,0,0,0,0,0,0,1
ZNF592,0,0,0,0,0,1,0,0,0,0,1
WIPF2,0,0,0,0,0,1,0,0,0,0,1
ZNF609,0,0,0,0,0,1,0,0,0,0,1
SBNO1,0,0,0,0,0,1,0,0,0,0,1
CEP85,0,0,0,1,1,1,0,0,0,0,3
OSER1,0,0,0,0,0,1,0,0,0,0,1
ITFG1,0,0,0,1,0,0,1,0,0,0,2
C9orf57,0,0,1,0,0,0,0,0,0,0,1
ITPRIPL2,0,0,1,0,0,0,0,0,0,0,1
INTS5,0,0,2,1,1,1,0,0,0,0,5
ZFAND2A,0,0,1,0,0,2,0,0,0,0,3
C3orf38,0,0,0,0,0,1,0,0,0,0,1
ZCWPW1,0,0,0,0,0,2,0,0,0,0,2
OR2T33,0,0,0,1,0,0,0,0,0,0,1
FABP12,0,0,1,0,0,1,0,0,0,0,2
TMLHE,0,0,0,0,0,2,0,0,0,0,2
UBXN11,0,0,0,0,0,1,0,0,0,0,1
RMDN1,0,0,1,0,0,0,0,0,0,0,1
LYRM4,0,0,1,0,0,3,1,0,0,0,5
C17orf78,0,0,1,0,0,0,0,0,0,0,1
TAS2R46,0,0,1,1,0,1,0,0,0,0,3
UCHL3,0,0,1,0,0,1,0,0,0,0,2
ZNF778,0,0,0,0,0,1,0,0,0,0,1
ARMC1,0,0,0,0,0,0,1,0,0,0,1
UBXN2B,0,0,1,0,1,3,0,0,0,0,5
INHBE,0,0,1,0,0,0,0,0,0,0,1
PLVAP,0,0,1,0,0,0,1,0,0,0,2
SLC39A14,0,0,1,1,2,0,0,3,0,0,7
IVD,0,0,0,0,0,1,0,0,0,0,1
SAP130,0,0,0,1,1,2,0,0,1,0,5
PYCR2,0,0,0,0,0,1,0,0,0,0,1
ZNF418,0,0,0,0,0,1,0,0,0,0,1
PLA2G4E,0,0,1,1,0,0,0,2,0,0,4
AGBL5,0,0,1,0,0,1,1,0,0,0,3
SH2B2,0,0,1,1,0,0,0,0,0,0,2
ARMCX2,0,0,0,0,0,0,1,0,0,0,1
DUOXA2,0,0,1,1,1,1,0,0,0,0,4
GPR22,0,0,0,1,0,0,0,0,0,0,1
SLC30A6,0,0,0,0,1,1,0,0,0,0,2
CYP27C1,0,0,0,0,2,0,0,0,0,0,2
ARL6IP4,0,0,0,0,0,2,0,1,0,0,3
EPG5,0,0,2,0,0,0,0,1,0,0,3
DBF4B,0,0,1,0,1,1,0,1,0,0,4
CCDC174,0,0,0,0,0,1,0,0,0,0,1
TRMT1L,0,0,0,0,0,1,0,0,0,0,1
RANBP10,0,0,1,0,0,1,0,0,0,0,2
MARVELD1,0,0,2,1,0,2,0,0,0,0,5
ACSBG2,0,0,2,0,0,0,0,0,0,0,2
DND1,0,0,1,0,0,1,0,0,0,0,2
JMJD7,0,0,1,0,0,1,0,0,0,0,2
AIP,0,0,2,0,1,3,1,0,0,0,7
MICALCL,0,0,1,0,0,1,0,0,0,0,2
HLX,0,0,0,0,0,1,0,0,0,0,1
CCL21,0,0,2,0,0,0,0,0,0,0,2
CTF1,0,0,2,0,0,0,0,0,0,0,2
MPZL1,0,0,0,1,0,0,0,0,0,0,1
TMEM108,0,0,1,0,0,1,3,0,0,0,5
FNDC5,0,0,1,1,0,1,0,1,0,0,4
SLC40A1,0,0,2,1,1,0,0,0,0,0,4
ODAM,0,0,3,0,0,1,0,0,0,0,4
SOX18,0,0,1,0,0,1,0,0,0,0,2
HES2,0,0,0,0,0,1,0,0,0,0,1
ROBO4,0,0,1,1,0,1,1,0,0,0,4
GLIS2,0,0,1,0,0,1,0,0,0,0,2
GLIS1,0,0,0,0,0,1,0,0,0,0,1
IRF6,0,0,1,0,0,1,1,0,0,0,3
LEFTY2,0,0,2,0,0,0,0,0,0,0,2
RYK,0,0,3,1,0,2,1,0,0,0,7
STK4,0,0,1,0,0,1,0,0,0,0,2
IL9,0,0,2,0,0,0,0,0,0,0,2
SLC39A1,0,0,1,1,1,0,0,0,0,0,3
CEMP1,0,0,1,0,0,1,0,0,0,0,2
SEMA3E,0,0,2,1,0,0,0,0,0,0,3
KCNJ12,0,0,1,1,0,0,0,0,0,0,2
FAM83H,0,0,1,0,0,1,0,0,0,0,2
SAV1,0,0,1,0,0,1,0,0,0,0,2
SIRPA,0,0,2,1,0,0,1,2,0,0,6
KREMEN1,0,0,1,1,0,0,0,0,0,0,2
BMP8B,0,0,1,0,0,0,0,0,0,0,1
KCNJ3,0,0,0,2,0,1,0,1,0,1,5
OSTF1,0,0,1,0,0,0,0,0,0,0,1
OPN3,0,0,3,1,0,0,0,0,0,0,4
SLC22A23,0,0,0,1,0,0,0,0,0,0,1
KCNN2,0,0,2,2,0,0,1,0,0,0,5
KCNJ18,0,0,0,1,0,1,0,0,0,0,2
GYPA,0,0,1,1,0,0,0,0,0,0,2
STK3,0,0,1,1,0,3,1,0,0,0,6
SPINK14,0,0,1,0,0,0,0,0,0,0,1
SPINK13,0,0,1,0,0,0,0,0,0,0,1
GPHA2,0,0,2,0,0,0,0,0,0,0,2
CFC1,0,0,3,1,0,0,0,0,0,0,4
CXXC5,0,0,0,0,0,1,0,0,0,0,1
SPINK9,0,0,1,0,0,0,0,0,0,0,1
SPINK2,0,0,1,0,0,0,0,0,0,0,1
TET2,0,0,0,0,0,2,0,0,0,0,2
KATNB1,0,0,2,2,0,1,0,0,0,0,5
DSPP,0,0,2,1,0,1,0,0,0,0,4
SEMA6C,0,0,1,1,0,0,0,0,0,0,2
FAM83G,0,0,0,0,0,1,0,0,0,0,1
SEMA4A,0,0,0,1,0,0,0,0,0,0,1
LRP4,0,0,0,1,1,1,0,0,0,0,3
MEGF8,0,0,1,0,0,1,1,0,0,0,3
STAP2,0,0,0,1,0,0,0,0,0,0,1
MED29,0,0,0,0,1,1,0,0,0,0,2
WWC1,0,0,3,0,0,2,1,0,0,0,6
SOHLH2,0,0,1,0,0,1,0,0,0,0,2
NELL1,0,0,3,0,0,0,0,0,0,0,3
LMNTD2,0,0,0,0,0,0,0,1,0,0,1
SLC24A2,0,0,1,1,0,0,0,0,0,0,2
FAM110A,0,0,0,1,0,1,0,0,0,0,2
TWSG1,0,0,1,0,0,0,0,0,0,0,1
STK36,0,0,2,0,0,1,0,0,0,0,3
ETV2,0,0,0,0,0,1,0,0,0,0,1
HMGB4,0,0,0,0,0,2,0,0,0,0,2
POGK,0,0,0,0,0,1,0,0,0,0,1
OR5H1,0,0,0,1,0,0,0,0,0,0,1
BDP1,0,0,1,0,1,1,0,0,0,0,3
TAF6L,0,0,0,0,0,1,1,0,0,0,2
TSPYL6,0,0,1,0,0,1,0,0,0,0,2
CGGBP1,0,0,0,0,0,1,0,0,0,0,1
TECRL,0,0,1,0,0,1,0,0,0,0,2
UBN2,0,0,1,0,0,1,0,0,0,0,2
RNF150,0,0,2,0,0,0,0,0,0,0,2
RPRD1A,0,0,0,0,0,1,0,0,0,0,1
PRR3,0,0,0,1,1,2,1,0,0,0,5
GGNBP2,0,0,1,0,0,1,1,0,0,0,3
FAN1,0,0,2,1,1,1,1,0,0,0,6
POLD3,0,0,1,0,0,0,0,0,0,0,1
TIGD3,0,0,0,0,0,1,0,0,0,0,1
NELFB,0,0,1,0,0,1,0,0,0,0,2
BIN3,0,0,1,0,0,0,1,0,0,0,2
RNF122,0,0,2,0,0,2,0,0,0,0,4
GTF2H3,0,0,0,0,1,1,0,0,0,0,2
MEIOB,0,0,1,0,0,2,0,0,0,0,3
HCFC1R1,0,0,1,0,0,0,0,0,0,0,1
RNF165,0,0,0,0,0,1,0,0,0,0,1
CDAN1,0,0,2,1,0,1,0,0,0,0,4
TDP1,0,0,1,1,1,1,0,0,0,0,4
TRMT11,0,0,1,0,0,0,0,0,0,0,1
SCNM1,0,0,0,0,0,1,0,0,0,0,1
SLCO5A1,0,0,0,1,2,0,0,0,0,0,3
ZIM2,0,0,0,0,0,1,0,0,0,0,1
NEK11,0,0,0,0,0,1,0,0,0,0,1
TMEM64,0,0,1,0,0,1,0,0,0,0,2
TIGD5,0,0,0,0,0,1,0,0,0,0,1
TIGD4,0,0,0,0,0,1,0,0,0,0,1
RAD17,0,0,0,0,0,2,0,0,0,0,2
CENPB,0,0,0,0,0,1,0,0,0,0,1
RLN3,0,0,1,0,0,0,0,0,0,0,1
CABIN1,0,0,0,0,0,1,0,0,0,0,1
FUNDC1,0,0,0,0,0,0,1,0,0,0,1
MCMBP,0,0,0,0,0,1,0,0,0,0,1
SAMD7,0,0,1,0,0,1,0,0,0,0,2
TUBGCP6,0,0,2,1,0,0,0,0,0,0,3
RAD54L2,0,0,0,0,0,1,0,0,0,0,1
SPATS2,0,0,1,0,0,0,0,0,0,0,1
RASSF9,0,0,0,0,0,0,1,0,2,0,3
ZNF519,0,0,0,0,0,1,0,0,0,0,1
CT45A5,0,0,0,0,0,1,0,0,0,0,1
VMO1,0,0,1,0,0,0,1,0,0,0,2
CADPS,0,0,1,0,1,0,0,0,1,0,3
OLFM1,0,0,2,1,0,1,0,0,0,0,4
PYHIN1,0,0,1,0,0,0,0,1,0,0,2
PDCL,0,0,1,0,1,0,0,0,0,0,2
DTWD1,0,0,0,0,0,1,0,0,0,0,1
GIGYF1,0,0,1,0,0,0,0,0,0,0,1
OR3A3,0,0,0,1,0,0,0,0,0,0,1
ETNK2,0,0,1,0,0,0,0,0,0,0,1
NQO2,0,0,1,0,0,0,1,0,0,0,2
PTPN21,0,0,1,0,0,0,0,0,0,0,1
PDE1C,0,0,0,1,0,0,0,1,0,0,2
PDE1A,0,0,0,1,0,0,0,0,0,0,1
GDPD3,0,0,1,0,1,1,1,0,0,0,4
GDPD1,0,0,2,0,1,1,0,0,0,0,4
GDPD4,0,0,1,0,0,0,0,0,0,0,1
MID2,0,0,1,0,0,0,1,0,0,0,2
MID1,0,0,1,0,0,3,0,0,0,0,4
PDCD2,0,0,1,0,0,1,1,0,0,0,3
GALNT10,0,0,0,0,0,2,0,0,0,0,2
RGS21,0,0,0,1,0,0,0,0,0,0,1
ADORA1,0,0,0,2,1,3,0,0,0,0,6
BCDIN3D,0,0,1,1,0,0,0,0,0,0,2
CAPZA3,0,0,2,0,0,1,1,0,0,0,4
TRMT5,0,0,1,0,0,2,0,0,0,0,3
NIPAL2,0,0,1,0,0,0,0,0,0,0,1
OR4K17,0,0,0,1,0,0,0,0,0,0,1
NIPAL1,0,0,1,0,0,2,0,0,0,0,3
SLC6A16,0,0,0,1,0,0,0,0,0,0,1
GPRC5B,0,0,3,1,2,1,1,0,0,0,8
TMEM68,0,0,1,0,1,0,0,0,0,0,2
RIMS2,0,0,1,0,0,2,1,0,0,0,4
ELOVL2,0,0,1,0,1,2,0,0,0,0,4
GALNT11,0,0,0,0,0,2,0,0,0,0,2
PDE4C,0,0,1,0,0,0,0,0,0,0,1
RCAN2,0,0,1,0,0,1,0,0,0,0,2
NBEAL1,0,0,2,0,0,0,0,0,0,0,2
TTC5,0,0,0,0,0,1,1,0,0,0,2
CYSTM1,0,0,0,1,0,0,1,1,0,0,3
PLEKHM2,0,0,0,0,0,0,1,1,0,0,2
INSC,0,0,0,1,0,1,0,0,0,0,2
ZPBP2,0,0,3,0,0,1,0,0,0,1,5
WDR55,0,0,1,0,0,0,0,0,0,0,1
CHIC2,0,0,0,1,1,1,0,1,0,0,4
CHIC1,0,0,0,1,0,0,1,0,0,0,2
ARMCX1,0,0,0,0,0,1,1,0,0,0,2
LSMEM1,0,0,1,0,0,0,0,0,0,0,1
ABCA12,1,0,2,1,1,1,1,0,1,0,8
TCF23,0,0,0,1,0,1,0,0,0,0,2
TUBB8,0,0,2,0,0,0,2,0,0,0,4
TEX11,0,0,1,0,0,0,0,0,0,0,1
RMND5B,0,0,1,0,0,2,0,0,0,0,3
CREBRF,0,0,1,0,0,1,0,0,0,0,2
ASCL3,0,0,0,1,0,0,0,0,0,0,1
ASCL5,0,0,0,1,0,0,0,0,0,0,1
GPBP1L1,0,0,0,0,0,1,0,0,0,0,1
GTF3C1,0,0,1,0,1,0,0,0,0,0,2
TCF24,0,0,0,0,0,1,0,0,0,0,1
TMEM69,0,0,1,0,0,0,0,0,0,0,1
TTC7A,0,0,1,1,0,0,0,0,0,0,2
TMEM25,0,0,1,1,0,0,0,1,0,0,3
RTTN,0,0,1,1,0,0,0,0,0,0,2
SIMC1,0,0,1,0,0,0,0,0,0,0,1
TRPC7,0,0,3,2,0,2,0,5,0,0,12
NUDT16,0,0,1,0,0,1,0,0,0,0,2
POLL,0,0,0,0,0,1,0,0,0,0,1
DTD1,0,0,1,0,0,1,0,0,0,0,2
UBR3,0,0,2,0,1,0,0,0,0,0,3
NEIL2,0,0,1,0,1,1,0,0,0,0,3
NEIL1,0,0,1,1,0,2,0,0,0,0,4
LMOD2,0,0,1,1,0,1,0,0,0,0,3
ELP2,0,0,1,1,0,0,0,0,0,0,2
KHK,0,0,1,0,0,0,1,0,0,0,2
GTF3C5,0,0,0,0,1,0,0,0,0,0,1
RDH5,0,0,0,0,2,1,0,0,0,0,3
RAD50,0,0,2,2,0,1,0,1,0,0,6
SDR9C7,0,0,1,0,1,0,0,0,0,0,2
HSD17B14,0,0,1,0,0,0,0,0,0,0,1
SLC2A4RG,0,0,1,0,0,1,0,0,0,0,2
ALPK1,0,0,0,1,0,0,0,0,0,0,1
SLC37A1,0,0,1,0,1,0,0,0,0,0,2
TOB2,0,0,1,0,0,1,0,0,0,0,2
B3GNT4,0,0,0,0,0,1,0,0,0,0,1
SLC22A12,0,0,1,1,1,1,1,0,0,0,5
SLC22A10,0,0,1,0,0,0,0,0,0,0,1
SLC22A11,0,0,0,2,2,0,1,0,0,0,5
SSC4D,0,0,2,0,0,0,0,0,0,0,2
SLC16A5,0,0,1,1,1,0,0,0,0,0,3
SLC48A1,0,0,0,1,0,0,1,1,2,0,5
TPCN1,0,0,0,0,0,0,1,5,1,0,7
EDDM3B,0,0,1,0,0,0,0,0,0,0,1
HHAT,0,0,0,0,1,3,0,0,0,0,4
CATSPER3,0,0,0,1,0,1,0,0,0,1,3
NALCN,0,0,0,1,0,0,0,0,0,0,1
BCL2L10,0,0,2,1,1,1,1,0,0,0,6
PARG,0,0,1,0,0,2,0,0,0,0,3
SLC5A11,0,0,0,1,1,0,0,0,0,0,2
ACSBG1,0,0,1,1,0,1,1,0,0,0,4
SLC25A37,0,0,0,0,1,1,0,0,0,0,2
TPCN2,0,0,1,0,0,0,1,4,1,0,7
AKR1C1,0,0,0,0,0,0,1,0,0,0,1
CCR4,0,0,3,2,0,1,0,0,0,0,6
SLC51B,0,0,1,1,1,0,0,0,0,0,3
SLC16A9,0,0,0,1,0,0,0,0,0,0,1
HID1,0,0,2,0,1,3,1,1,0,0,8
SLC22A25,0,0,1,0,0,0,0,0,0,0,1
SLC18B1,0,0,0,0,0,0,1,0,1,0,2
DCAF5,0,0,1,0,0,0,0,0,0,0,1
UROS,0,0,1,0,0,0,0,0,0,0,1
FAM168B,0,0,1,1,0,1,1,0,0,0,4
CATSPER2,0,0,0,1,0,0,0,0,0,0,1
SLC22A15,0,0,0,1,0,0,0,0,0,0,1
APOC1,0,0,1,0,0,3,1,0,0,0,5
SETD4,0,0,0,0,0,1,0,0,0,0,1
ZNF224,0,0,0,0,1,1,0,0,0,0,2
PHF10,0,0,2,0,0,4,0,0,0,0,6
STEAP3,0,0,1,1,0,0,1,1,0,0,4
SVOP,0,0,0,0,1,0,0,0,1,1,3
PRDM15,0,0,0,0,0,1,0,0,0,0,1
CCL26,0,0,1,0,0,0,0,0,0,0,1
RUNX1T1,0,0,0,0,0,1,0,0,0,0,1
KLK8,0,0,3,0,1,0,0,0,1,0,5
IL36A,0,0,3,0,0,0,0,0,0,0,3
IL36B,0,0,3,0,0,0,0,0,0,0,3
ATP8B4,0,0,0,2,1,1,0,2,0,0,6
ESAM,0,1,0,1,1,1,1,0,0,0,5
IL1F10,0,0,3,0,0,0,0,0,0,0,3
TTPA,0,0,0,0,0,0,0,0,1,0,1
HCAR2,0,0,0,1,0,0,0,0,0,0,1
SYTL1,0,0,0,1,0,1,1,0,1,0,4
CELA2A,0,0,2,0,0,0,0,0,0,0,2
SUCNR1,0,0,0,1,0,0,1,0,0,0,2
TSLP,0,0,2,0,0,0,0,0,0,0,2
CLEC18C,0,0,1,0,0,2,0,0,0,0,3
NELFCD,0,0,1,0,0,1,0,0,0,0,2
ADORA3,0,0,0,2,0,2,0,0,0,0,4
LYZL1,0,0,1,0,0,0,0,0,0,0,1
CRISP1,0,0,1,0,0,1,0,0,0,0,2
IL33,0,0,3,0,1,2,0,1,0,0,7
KPTN,0,0,0,0,0,0,0,1,0,0,1
NOXO1,0,0,1,1,1,0,0,0,0,0,3
CLEC4F,0,0,0,1,0,0,0,0,0,0,1
APOC2,0,0,2,0,0,2,3,0,0,0,7
TMEM201,0,0,2,0,1,1,0,0,0,0,4
P2RY12,0,0,2,1,1,0,0,0,0,0,4
TREML1,0,0,1,1,0,1,0,0,0,0,3
CLEC18B,0,0,1,0,0,1,0,0,0,0,2
RXFP3,0,0,0,1,0,0,0,0,0,0,1
RNASE7,0,0,3,0,0,0,0,0,0,0,3
RNASE8,0,0,1,0,0,0,0,0,0,0,1
LAX1,0,0,1,1,0,1,0,0,0,0,3
SPACA3,0,0,1,0,0,0,0,2,0,1,4
OR1S1,0,0,0,1,0,0,0,0,0,0,1
OR1S2,0,0,0,1,0,0,0,0,0,0,1
BTG2,0,0,1,0,0,1,1,0,0,0,3
FRMD5,0,0,1,0,0,1,0,0,0,0,2
SRD5A1,0,0,1,0,1,0,0,0,0,0,2
ZNF510,0,0,0,0,0,1,0,0,0,0,1
C10orf90,0,0,1,1,0,1,0,0,0,0,3
C15orf40,0,0,1,0,0,0,0,0,0,0,1
VWDE,0,0,2,0,0,0,0,0,0,0,2
ODF2,0,0,1,2,1,1,0,0,0,0,5
TRPV3,0,0,1,1,1,0,0,1,0,0,4
MCOLN3,0,0,0,1,0,0,1,3,0,0,5
SNAPIN,0,0,2,0,1,1,1,0,1,0,6
CD300E,0,0,0,1,0,0,0,0,0,0,1
SERTAD1,0,0,1,0,0,1,0,0,0,0,2
DZIP1L,0,0,2,0,0,0,0,0,0,0,2
ZNF385D,0,0,0,0,0,1,0,0,0,0,1
TMEM231,0,0,0,0,0,1,0,0,0,0,1
TMEM17,0,0,0,0,0,1,0,0,0,0,1
ZG16B,0,0,3,1,1,0,1,0,0,0,6
AQP11,0,0,1,1,2,2,0,0,0,0,6
TCTN1,0,0,2,0,0,0,0,0,0,0,2
TAS1R1,0,0,1,1,0,0,0,0,0,0,2
TAS1R2,0,0,1,1,1,0,0,0,0,0,3
KCNN4,0,0,0,2,2,1,0,0,0,0,5
CNGA2,0,0,0,1,0,1,3,0,0,0,5
CNGA1,0,0,0,1,0,0,2,0,0,0,3
RDH8,0,0,1,1,0,0,0,0,0,0,2
CALHM1,0,0,0,1,2,1,0,0,0,0,4
PRKD3,0,0,0,1,0,0,0,0,0,0,1
TRPC3,0,0,0,1,0,1,0,0,0,0,2
HSD17B8,0,0,0,2,0,1,0,0,0,0,3
HTR6,0,0,0,2,0,1,0,0,0,0,3
TCTN2,0,0,1,0,0,1,0,0,0,0,2
CEP162,0,0,0,1,1,2,0,0,0,0,4
ZNF138,0,0,0,0,0,1,0,0,0,0,1
ZNF132,0,0,0,0,0,1,0,0,0,0,1
LMBR1L,0,0,0,1,1,0,0,0,0,0,2
TEX264,0,0,1,0,1,2,1,0,0,0,5
YRDC,0,0,1,1,0,0,0,0,0,0,2
MED21,0,0,0,0,1,1,0,0,0,0,2
TMEM132D,0,0,1,0,0,0,0,0,0,0,1
HDHD2,0,0,1,0,0,0,1,0,0,0,2
CORO7,0,0,2,0,1,2,1,0,0,0,6
NKAIN1,0,0,0,1,0,0,0,0,0,0,1
PPCDC,0,0,0,1,0,0,0,0,0,0,1
SLK,0,0,2,0,0,0,1,0,0,0,3
RIMKLA,0,0,1,0,0,0,0,0,0,0,1
ZNF615,0,0,0,0,0,1,0,0,0,0,1
KCNAB3,0,0,1,1,0,0,0,1,0,0,3
TMEM41A,0,0,1,0,0,0,0,0,0,0,1
PRR7,0,0,1,1,0,2,2,0,0,0,6
PLCD4,0,0,0,1,1,2,0,0,0,0,4
OPN5,0,0,2,1,0,0,0,0,0,0,3
OR6C65,0,0,0,1,0,0,0,0,0,0,1
CTTNBP2NL,0,0,1,0,2,0,0,0,0,0,3
DGKI,0,0,2,1,3,2,0,0,1,0,9
STAB2,0,0,0,2,0,0,1,0,0,0,3
SYCP2,0,0,0,0,1,1,0,0,0,0,2
APBA1,0,0,2,1,0,3,1,0,0,0,7
MORC4,0,0,0,0,0,1,0,0,0,0,1
NCR3LG1,0,0,0,1,0,0,0,0,0,0,1
XRCC2,0,0,1,1,1,0,0,0,0,0,3
